SAMPLE_PK,STATE,YEAR,MONTH,DATE,SITE,COMMODITY,SOURCE_ID,VARIETY,GRADE,ORIGIN,COUNTRY,DISTTYPE,COMMTYPE,CLAIM,QUANTITY,GROWST,PACKST,DISTST
1,CA,4,1,7,1,AP, ,Pink Lady,,1,,D,FR,NC,15,,WA,
2,CA,4,1,7,10,AP, ,Gala,,1,,D,FR,NC,10,,,WA
3,CA,4,1,7,17,AP, ,Red Delicious,,1,,D,FR,NC,15,,,WA
4,CA,4,1,7,74,AP, ,Braeburn,,1,,T,FR,NC,11,,,WA
5,CA,4,1,7,130,AP, ,Red Delicious,,1,,H,FR,NC,15,,WA,WA
6,CA,4,1,7,152,AP, ,Golden Delicious,,1,,D,FR,NC,15,,,WA
7,CA,4,1,7,212,AP, ,Granny Smith,,1,,T,FR,NC,12,,,WA
8,CA,4,1,7,252,AP, ,Golden Delicious,,1,,D,FR,NC,15,,,WA
9,CA,4,1,7,390,AP, ,Granny Smith,,1,,L,FR,NC,17,,,WA
10,CA,4,1,7,447,AP, ,Red Delicious,,1,,H,FR,NC,18,,WA,WA
11,CA,4,1,7,450,AP, ,Fuji,,1,,D,FR,NC,10,,WA,WA
12,CA,4,1,7,469,AP, ,Fuji,,1,,O,FR,NC,10,,,WA
13,CA,4,1,7,470,AP, ,Red Delicious,,1,,O,FR,NC,13,WA,,WA
14,CA,4,1,7,484,AP,P,Cameo,,1,,R,FR,PO,11,,,WA
15,CA,4,2,4,10,AP, ,Fuji,,1,,D,FR,NC,22,,,WA
16,CA,4,2,4,55,AP, ,Fuji,,1,,T,FR,NC,12,,WA,
17,CA,4,2,4,87,AP, ,Red Delicious,,1,,T,FR,NC,16,,WA,WA
18,CA,4,2,4,99,AP, ,Fuji,,1,,T,FR,NC,12,,,WA
19,CA,4,2,4,122,AP, ,Fuji,,1,,D,FR,NC,20,,,WA
20,CA,4,2,4,128,AP, ,Red Delicious,,1,,H,FR,NC,16,,,WA
21,CA,4,2,4,136,AP, ,Fuji,,1,,O,FR,NC,19,CA,CA,
22,CA,4,2,4,217,AP, ,Red Delicious,,1,,T,FR,NC,17,,,WA
23,CA,4,2,4,263,AP, ,Fuji,,1,,T,FR,NC,22,,WA,
24,CA,4,2,4,278,AP, ,Granny Smith,,1,,D,FR,NC,12,,,WA
25,CA,4,2,4,399,AP, ,Red Delicious,,1,,H,FR,NC,26,,,WA
26,CA,4,2,4,447,AP, ,Fuji,,1,,H,FR,NC,21,,WA,WA
27,CA,4,2,4,450,AP, ,Gala,,1,,D,FR,NC,13,,WA,
28,CA,4,2,4,473,AP, ,Red Delicious,,2,260,H,FR,NC,10,,,
29,CA,4,3,3,0,AP,P,Red Delicious,,1,,T,FR,NC,10,,,WA
30,CA,4,3,3,11,AP, ,Red Delicious,,1,,T,FR,NC,16,,,WA
31,CA,4,3,3,121,AP, ,Fuji,,1,,T,FR,NC,12,,,WA
32,CA,4,3,3,128,AP, ,Red Delicious,,1,,H,FR,NC,13,,WA,
33,CA,4,3,3,130,AP, ,Fuji,,1,,O,FR,NC,18,,WA,
34,CA,4,3,3,140,AP, ,Red Delicious,,1,,D,FR,NC,10,,WA,WA
35,CA,4,3,3,192,AP, ,Unknown,,1,,H,FR,NC,10,,WA,
36,CA,4,3,3,225,AP, ,Fuji,,1,,H,FR,NC,11,,,WA
37,CA,4,3,3,254,AP, ,Pink Lady,,1,,H,FR,NC,18,,,WA
38,CA,4,3,3,277,AP, ,Granny Smith,,1,,T,FR,NC,12,,,WA
39,CA,4,3,3,442,AP, ,Fuji,,1,,H,FR,NC,6,,,WA
40,CA,4,3,3,447,AP, ,Fuji,,1,,O,FR,NC,20,,,WA
41,CA,4,3,3,473,AP, ,Fuji,,1,,H,FR,NC,11,,WA,WA
42,CA,4,3,3,553,AP, ,Fuji,,1,,R,FR,NC,12,,,WA
43,CA,4,4,12,4,AP, ,Gala,,1,,D,FR,NC,24,,,WA
44,CA,4,4,12,38,AP, ,Braeburn,,1,,T,FR,NC,11,,WA,
45,CA,4,4,12,111,AP, ,Golden Delicious,,1,,H,FR,NC,12,,,WA
46,CA,4,4,12,130,AP, ,Red Delicious,,1,,H,FR,NC,10,,,WA
47,CA,4,4,12,152,AP, ,Fuji,,1,,D,FR,NC,14,,,WA
48,CA,4,4,12,177,AP, ,Unknown,,1,,H,FR,NC,11,,,WA
49,CA,4,4,12,254,AP, ,Fuji,,1,,H,FR,NC,15,,,WA
50,CA,4,4,12,273,AP, ,Cameo,,1,,D,FR,NC,10,,,WA
51,CA,4,4,12,274,AP, ,Jonagold,,1,,D,FR,NC,10,,,WA
52,CA,4,4,12,278,AP, ,Granny Smith,,1,,T,FR,NC,11,,,WA
53,CA,4,4,12,344,AP, ,Fuji,,1,,T,FR,NC,12,,,WA
54,CA,4,4,12,390,AP, ,Unknown,,1,,H,FR,NC,16,,,WA
55,CA,4,4,12,469,AP, ,Granny Smith,,1,,H,FR,NC,10,,,WA
56,CA,4,4,12,472,AP, ,Red Delicious,,1,,H,FR,NC,10,,,WA
57,CA,4,5,24,4,AP, ,Granny Smith,,1,,D,FR,NC,20,,,WA
58,CA,4,5,24,17,AP, ,Red Delicious,,1,,D,FR,NC,30,,,WA
59,CA,4,5,24,20,AP, ,Gala,,2,275,D,FR,NC,10,,,
60,CA,4,5,24,38,AP, ,Red Delicious,,1,,T,FR,NC,18,,,WA
61,CA,4,5,24,55,AP, ,Fuji,,1,,T,FR,NC,12,,WA,
62,CA,4,5,24,128,AP, ,Red Delicious,,1,,H,FR,NC,12,,,WA
63,CA,4,5,24,130,AP, ,Fuji,,1,,H,FR,NC,11,,,WA
64,CA,4,5,24,136,AP, ,Red Delicious,,1,,H,FR,NC,27,,WA,WA
65,CA,4,5,24,152,AP, ,Gala,,2,660,D,FR,NC,14,,,
66,CA,4,5,24,307,AP, ,Cameo,,1,,D,FR,NC,9,,,CA
67,CA,4,5,24,390,AP, ,Golden Delicious,,1,,O,FR,NC,23,,,WA
68,CA,4,5,24,447,AP, ,Jonagold,,1,,H,FR,NC,18,,WA,WA
69,CA,4,5,24,473,AP, ,Granny Smith,,1,,H,FR,NC,14,,,WA
70,CA,4,5,24,553,AP, ,Braeburn,,1,,L,FR,NC,16,,,WA
71,CA,4,6,28,17,AP, ,Golden Delicious,,1,,D,FR,NC,12,,WA,
72,CA,4,6,28,49,AP, ,Granny Smith,,1,,T,FR,NC,7,,WA,
73,CA,4,6,28,111,AP, ,Granny Smith,,1,,H,FR,NC,11,,WA,WA
74,CA,4,6,28,128,AP, ,Red Delicious,,1,,H,FR,NC,11,,WA,
75,CA,4,6,28,192,AP, ,Fuji,,1,,T,FR,NC,23,,,WA
76,CA,4,6,28,225,AP, ,Gala,,1,,T,FR,NC,13,,,WA
77,CA,4,6,28,275,AP, ,Fuji,,2,275,T,FR,NC,10,,,
78,CA,4,6,28,400,AP, ,Red Delicious,,1,,O,FR,PO,11,,,WA
79,CA,4,6,28,419,AP, ,Fuji,,2,275,T,FR,NC,11,,,
80,CA,4,6,28,447,AP, ,Red Delicious,,1,,H,FR,NC,17,,,WA
81,CA,4,6,28,469,AP, ,Red Delicious,,1,,H,FR,NC,10,,,WA
82,CA,4,6,28,472,AP, ,Golden Delicious,,1,,H,FR,NC,10,,,WA
83,CA,4,6,29,231,AP, ,Gala,,2,660,T,FR,NC,17,,,
84,CA,4,6,29,277,AP, ,Red Delicious,,1,,T,FR,NC,12,,,WA
85,CA,4,7,6,1,AP, ,Gala,,2,660,D,FR,NC,10,,,
86,CA,4,7,6,20,AP, ,Golden Delicious,,1,,T,FR,NC,10,,WA,
87,CA,4,7,6,69,AP, ,Fuji,,1,,T,FR,NC,11,,WA,
88,CA,4,7,6,77,AP, ,Granny Smith,,2,275,T,FR,NC,11,,,
89,CA,4,7,6,111,AP, ,Red Delicious,,1,,H,FR,NC,11,,,WA
90,CA,4,7,6,128,AP, ,Red Delicious,,1,,H,FR,NC,11,,WA,
91,CA,4,7,6,130,AP, ,Red Delicious,,1,,H,FR,NC,10,,,WA
92,CA,4,7,6,140,AP, ,Red Delicious,,1,,D,FR,NC,14,,,WA
93,CA,4,7,6,142,AP, ,Red Delicious,,1,,D,FR,NC,11,,,WA
94,CA,4,7,6,273,AP, ,Gala,,2,660,D,FR,NC,17,,,
95,CA,4,7,6,274,AP, ,Fuji,,1,,T,FR,NC,19,,,WA
96,CA,4,7,6,307,AP, ,Fuji,,1,,D,FR,NC,8,,WA,
97,CA,4,7,6,432,AP, ,Granny Smith,,1,,O,FR,NC,12,,,WA
98,CA,4,7,6,469,AP, ,Golden Delicious,,1,,H,FR,NC,10,,,WA
99,CA,4,8,4,10,AP, ,Fuji,,2,660,T,FR,NC,16,,,
100,CA,4,8,4,69,AP, ,Fuji,,2,660,T,FR,NC,12,,,
101,CA,4,8,4,111,AP, ,Red Delicious,,1,,H,FR,NC,18,,,WA
102,CA,4,8,4,128,AP, ,Red Delicious,,1,,H,FR,NC,12,,WA,WA
103,CA,4,8,4,217,AP, ,Granny Smith,,2,275,T,FR,NC,10,,,FL
104,CA,4,8,4,230,AP, ,Red Delicious,,1,,T,FR,NC,18,,,WA
105,CA,4,8,4,252,AP, ,Red Delicious,,1,,T,FR,NC,18,,,WA
106,CA,4,8,4,254,AP, ,Fuji,,1,,H,FR,NC,10,,WA,WA
107,CA,4,8,4,277,AP, ,Golden Delicious,,1,,T,FR,NC,12,,,WA
108,CA,4,8,4,368,AP, ,Red Delicious,,1,,T,FR,NC,20,,,WA
109,CA,4,8,4,442,AP, ,Fuji,,1,,T,FR,NC,6,,,CA
110,CA,4,8,4,450,AP, ,Red Delicious,,1,,H,FR,NC,10,,WA,WA
111,CA,4,8,4,469,AP, ,Red Delicious,,1,,H,FR,NC,12,,,WA
112,CA,4,8,4,472,AP, ,Red Delicious,,1,,H,FR,NC,9,,WA,
113,CA,4,9,7,10,AP, ,Fuji,,1,,D,FR,NC,25,,CA,
114,CA,4,9,7,17,AP, ,Red Delicious,,1,,T,FR,NC,22,,,WA
115,CA,4,9,7,20,AP, ,Gala,,1,,T,FR,NC,16,,,WA
116,CA,4,9,7,111,AP, ,Fuji,,2,275,H,FR,NC,10,,,
117,CA,4,9,7,140,AP, ,Red Delicious,,1,,D,FR,NC,14,CA,CA,CA
118,CA,4,9,7,252,AP, ,Red Delicious,,1,,T,FR,NC,19,,,WA
119,CA,4,9,7,254,AP, ,Gala,,1,,H,FR,NC,16,,CA,
120,CA,4,9,7,277,AP, ,Red Delicious,,1,,T,FR,NC,12,,,WA
121,CA,4,9,7,278,AP, ,Red Delicious,,1,,T,FR,NC,16,,,WA
122,CA,4,9,7,447,AP, ,Gala,,1,,H,FR,NC,20,,CA,
123,CA,4,9,7,470,AP, ,Granny Smith,,1,,H,FR,NC,10,,WA,WA
124,CA,4,9,7,472,AP, ,Granny Smith,,1,,H,FR,NC,9,,WA,
125,CA,4,9,7,473,AP, ,Red Delicious,,1,,H,FR,NC,12,,WA,WA
126,CA,4,9,7,561,AP, ,Gala,,1,,D,FR,NC,20,,,CA
127,CA,4,10,5,225,AP, ,Granny Smith,,1,,T,FR,NC,11,,,WA
128,CA,4,10,5,390,AP, ,Gala,,1,,H,FR,NC,17,,ID,
129,CA,4,10,5,442,AP, ,Fuji,,1,,T,FR,NC,7,,,WA
130,CA,4,10,6,1,AP, ,Red Delicious,,1,,D,FR,NC,12,,,WA
131,CA,4,10,6,4,AP, ,Golden Delicious,,1,,D,FR,NC,16,,,WA
132,CA,4,10,6,17,AP, ,McIntosh,,2,260,T,FR,NC,18,,,
133,CA,4,10,6,49,AP, ,Fuji,,1,,T,FR,NC,11,,CA,
134,CA,4,10,6,128,AP, ,Gala,,1,,L,FR,NC,11,,,WA
135,CA,4,10,6,130,AP, ,Red Delicious,,1,,L,FR,NC,11,,,WA
136,CA,4,10,6,136,AP, ,Red Delicious,,1,,H,FR,NC,11,,WA,WA
137,CA,4,10,6,140,AP, ,Gravenstein,,1,,D,FR,NC,17,CA,CA,CA
138,CA,4,10,6,274,AP, ,Fuji,,1,,D,FR,NC,12,CA,CA,
139,CA,4,10,6,484,AP, ,Granny Smith,,1,,R,FR,NC,8,,CA,
140,CA,4,10,6,540,AP, ,Fuji,,1,,D,FR,NC,9,,WA,WA
141,CA,4,11,3,20,AP, ,Unknown,,2,660,T,FR,NC,15,,,
142,CA,4,11,3,114,AP, ,Granny Smith,,1,,T,FR,NC,15,,,WA
143,CA,4,11,3,121,AP, ,Red Delicious,,1,,T,FR,NC,15,,,WA
144,CA,4,11,3,130,AP, ,Jonathan,,1,,H,FR,NC,21,,,WA
145,CA,4,11,3,136,AP, ,Red Delicious,,1,,H,FR,NC,12,,WA,WA
146,CA,4,11,3,140,AP, ,Fuji,,1,,D,FR,NC,17,,CA,CA
147,CA,4,11,3,152,AP, ,Gala,,1,,D,FR,NC,13,,,WA
148,CA,4,11,3,254,AP, ,Empire,,2,260,H,FR,NC,21,,,
149,CA,4,11,3,274,AP, ,Gala,,2,260,D,FR,NC,15,,,
150,CA,4,11,3,429,AP, ,Fuji,,1,,T,FR,NC,16,,,CA
151,CA,4,11,3,439,AP, ,Gala,,1,,T,FR,NC,18,,,WA
152,CA,4,11,3,447,AP, ,Granny Smith,,1,,H,FR,NC,18,,,CA
153,CA,4,11,3,473,AP, ,Red Delicious,,1,,H,FR,NC,12,,,WA
154,CA,4,11,3,561,AP, ,Honeycrisp,,1,,T,FR,NC,20,,,CA
155,CA,4,12,8,17,AP, ,Red Delicious,,1,,D,FR,NC,9,,,WA
156,CA,4,12,8,20,AP, ,D'anjou,,1,,T,FR,NC,11,,,WA
157,CA,4,12,8,38,AP, ,Red Delicious,,1,,T,FR,NC,11,,ID,
158,CA,4,12,8,49,AP, ,Golden Delicious,,1,,T,FR,NC,18,,,ID
159,CA,4,12,8,136,AP, ,Red Delicious,,1,,H,FR,NC,15,,WA,
160,CA,4,12,8,140,AP, ,Red Delicious,,1,,D,FR,NC,20,,,WA
161,CA,4,12,8,150,AP, ,Pippin,,1,,D,FR,NC,15,,,OR
162,CA,4,12,8,277,AP, ,Granny Smith,,1,,T,FR,NC,11,,,WA
163,CA,4,12,8,307,AP, ,Red Delicious,,1,,D,FR,NC,14,,,WA
164,CA,4,12,8,432,AP, ,Granny Smith,,1,,H,FR,NC,11,,,WA
165,CA,4,12,8,447,AP, ,Red Delicious,,1,,H,FR,NC,10,,WA,WA
166,CA,4,12,8,450,AP, ,Fuji,,1,,H,FR,NC,8,,WA,WA
167,CA,4,12,8,473,AP, ,Red Delicious,,2,260,H,FR,NC,11,,,
168,CA,4,12,8,539,AP, ,Red Delicious,,1,,H,FR,NC,12,WA,WA,WA
169,CO,4,1,12,1,AP, ,Granny Smith,,1,,D,FR,NC,16,,,WA
170,CO,4,1,12,13,AP, ,Red Delicious,,1,,T,FR,NC,14,,,WA
171,CO,4,2,9,5,AP, ,Granny Smith,,1,,T,FR,NC,10,,,
172,CO,4,2,9,9,AP, ,Red Delicious,,1,,D,FR,NC,11,,,WA
173,CO,4,3,8,8,AP, ,Gala,,1,,T,FR,NC,13,,,TX
174,CO,4,3,8,9,AP, ,Unknown,,1,,D,FR,NC,13,,,WA
175,CO,4,4,12,8,AP, ,Red Delicious,,1,,T,FR,NC,11,,,TX
176,CO,4,4,12,9,AP, ,Gala,,1,,D,FR,NC,13,,,WA
177,CO,4,5,10,9,AP, ,Red Delicious,,1,,D,FR,NC,10,,,WA
178,CO,4,5,10,13,AP, ,Fuji,,1,,T,FR,NC,12,,,WA
179,CO,4,6,14,5,AP, ,Granny Smith,,2,275,T,FR,NC,13,,,
180,CO,4,6,14,7,AP, ,Gala,,2,660,D,FR,NC,10,,,
181,CO,4,7,12,12,AP, ,Granny Smith,,1,,T,FR,NC,11,,,
182,CO,4,7,12,13,AP, ,Red Delicious,,1,,T,FR,NC,15,,,WA
183,CO,4,8,9,4,AP, ,Red Delicious,,1,,T,FR,NC,12,,,WA
184,CO,4,8,9,7,AP, ,Fuji,,2,660,D,FR,NC,12,,,
185,CO,4,9,13,8,AP, ,Granny Smith,,1,,T,FR,NC,10,,,TX
186,CO,4,9,13,9,AP, ,Red Delicious,,1,,D,FR,NC,10,,,WA
187,CO,4,10,12,7,AP, ,Red Delicious,,1,,D,FR,NC,12,,,WA
188,CO,4,10,12,8,AP, ,Red Delicious,,1,,T,FR,NC,14,,,TX
189,CO,4,11,8,10,AP, ,Golden Delicious,,1,,T,FR,NC,14,,,CA
190,CO,4,11,8,13,AP, ,Fuji,,1,,T,FR,NC,13,CO,,
191,CO,4,12,13,1,AP, ,Red Delicious,,1,,D,FR,NC,14,WA,,
192,CO,4,12,13,5,AP, ,Golden Delicious,,1,,T,FR,NC,13,,,WA
193,FL,4,1,5,18,AP, ,Golden Delicious,,1,,D,FR,NC,17,,,MI
194,FL,4,1,5,32,AP, ,McIntosh,,1,,D,FR,NC,19,,ME,MA
195,FL,4,1,5,52,AP, ,Red Delicious,,1,,D,FR,NC,11,,,TX
196,FL,4,1,5,56,AP, ,Gala,,1,,D,FR,NC,18,,,WA
197,FL,4,1,5,62,AP, ,Red Delicious,,1,,L,FR,NC,21,,,WA
198,FL,4,1,5,63,AP, ,Unknown,,1,,L,FR,NC,15,,NY,
199,FL,4,1,5,64,AP, ,Red Delicious,,1,,R,FR,NC,26,,WA,
200,FL,4,2,2,1,AP, ,Gala,,1,,D,FR,NC,12,,,WA
201,FL,4,2,2,2,AP, ,Gala,,1,,D,FR,NC,11,,,WA
202,FL,4,2,2,7,AP, ,Unknown,,1,,D,FR,NC,11,,,WA
203,FL,4,2,2,20,AP, ,Fuji,,1,,D,FR,NC,12,,,WA
204,FL,4,2,2,23,AP, ,Golden Delicious,,1,,D,FR,NC,13,,,WA
205,FL,4,2,2,25,AP, ,Unknown,,1,,D,FR,NC,17,,,WA
206,FL,4,2,2,58,AP, ,Red Delicious,,1,,D,FR,NC,13,,,WA
207,FL,4,3,1,9,AP, ,Pink Lady,,1,,D,FR,NC,18,,,WA
208,FL,4,3,1,23,AP, ,Gala,,2,275,D,FR,NC,14,,,
209,FL,4,3,1,26,AP, ,Unknown,,1,,D,FR,NC,13,,WA,
210,FL,4,3,1,29,AP, ,Granny Smith,,1,,D,FR,NC,9,,,WA
211,FL,4,3,1,40,AP, ,Red Delicious,,1,,D,FR,NC,13,,,TX
212,FL,4,3,1,41,AP, ,Red Delicious,,1,,D,FR,NC,11,,,WA
213,FL,4,3,1,48,AP, ,Red Delicious,,1,,D,FR,NC,11,,,TX
214,FL,4,4,5,1,AP, ,Braeburn,,1,,D,FR,NC,12,,WA,
215,FL,4,4,5,18,AP, ,Red Delicious,,1,,L,FR,NC,12,,,WA
216,FL,4,4,5,32,AP, ,Red Delicious,,1,,D,FR,NC,11,,,WA
217,FL,4,4,5,39,AP, ,Golden Delicious,,1,,L,FR,NC,12,,,TX
218,FL,4,4,5,44,AP, ,Unknown,,1,,D,FR,NC,12,,,WA
219,FL,4,4,5,55,AP, ,Golden Delicious,,1,,D,FR,NC,12,,WA,
220,FL,4,4,5,62,AP, ,Gala,,1,,L,FR,NC,16,,WA,
221,FL,4,5,3,4,AP, ,Golden Delicious,,1,,D,FR,NC,13,,,WA
222,FL,4,5,3,9,AP, ,Unknown,,1,,D,FR,NC,16,,,MI
223,FL,4,5,3,20,AP, ,Fuji,,1,,L,FR,NC,13,,,WA
224,FL,4,5,3,25,AP, ,Rome,,1,,D,FR,NC,11,,,NY
225,FL,4,5,3,38,AP, ,Red Delicious,,1,,D,FR,NC,7,,,WA
226,FL,4,5,3,45,AP, ,Unknown,,1,,D,FR,NC,11,,,WA
227,FL,4,5,3,58,AP, ,Red Delicious,,1,,D,FR,NC,15,,,WA
228,FL,4,6,7,1,AP, ,Gala,,2,275,D,FR,NC,16,,,
229,FL,4,6,7,18,AP, ,McIntosh,,1,,L,FR,NC,18,WV,,
230,FL,4,6,7,32,AP, ,Granny Smith,,1,,D,FR,NC,24,WA,,
231,FL,4,6,7,39,AP, ,Golden Delicious,,1,,L,FR,NC,9,,,TX
232,FL,4,6,7,44,AP, ,Unknown,,1,,D,FR,NC,8,,,WA
233,FL,4,6,7,53,AP, ,Red Delicious,,1,,L,FR,NC,12,WA,,
234,FL,4,6,7,64,AP, ,Granny Smith,,1,,D,FR,NC,13,,,WA
235,FL,4,7,6,1,AP, ,Gala,,2,660,D,FR,NC,12,,,
236,FL,4,7,6,2,AP, ,Golden Delicious,,1,,D,FR,NC,13,,,WA
237,FL,4,7,6,19,AP, ,Gala,,1,,L,FR,NC,14,,,WA
238,FL,4,7,6,23,AP, ,Gala,,2,275,D,FR,NC,14,,,
239,FL,4,7,6,29,AP, ,Gala,,2,275,D,FR,NC,13,,,
240,FL,4,7,6,45,AP, ,Gala,,2,UNK,D,FR,NC,12,,,
241,FL,4,7,6,52,AP, ,Unknown,,1,,D,FR,NC,13,,,TX
242,FL,4,8,2,7,AP, ,Red Delicious,,1,,D,FR,NC,13,,,WA
243,FL,4,8,2,38,AP, ,Granny Smith,,2,UNK,D,FR,NC,12,,,WA
244,FL,4,8,2,58,AP, ,Red Delicious,,1,,D,FR,NC,9,,,WA
245,FL,4,8,2,59,AP, ,Red Delicious,,1,,D,FR,NC,10,,,MD
246,FL,4,8,2,61,AP, ,Red Delicious,,1,,L,FR,NC,15,,,WA
247,FL,4,8,2,62,AP, ,Granny Smith,,1,,L,FR,NC,11,,WA,
248,FL,4,8,2,63,AP, ,Red Delicious,,1,,L,FR,NC,10,,,WA
249,FL,4,9,8,2,AP, ,Gala,,1,,D,FR,NC,14,,,WA
250,FL,4,9,8,9,AP, ,Red Delicious,,1,,D,FR,NC,20,,,WA
